,SCA,xmid,ymid,ramid,decmid,xmin,ymin,xmax,ymax,straylight_total,mainoffender_total
10,3,766,1277,206.13513226203736,49.30203685393578,511,1022,1022,1533,0.0019775964,594
11,3,766,1788,206.15519636197538,49.29546059258819,511,1533,1022,2044,0.0019460468,594
12,3,766,2299,206.17525510869626,49.28888085806395,511,2044,1022,2555,0.002014856,594
13,3,766,2810,206.19530849942714,49.28229765295589,511,2555,1022,3066,0.0020147401,594
14,3,766,3321,206.21535653140182,49.275710979858445,511,3066,1022,3577,0.001953889,594
15,3,766,3832,206.23539920186096,49.26912084136767,511,3577,1022,4088,0.0020458356,594
16,3,1277,255,206.10577834850446,49.328879615848685,1022,0,1533,511,0.0019267965,594
17,3,1277,766,206.1258572965937,49.322308440941214,1022,511,1533,1022,0.0018649567,4492
18,3,1277,1277,206.14593089178737,49.31573378649968,1022,1022,1533,1533,0.0020014413,594
19,3,1277,1788,206.16599913129994,49.30915565511547,1022,1533,1533,2044,0.0019058642,4492
20,3,1277,2299,206.18606201235247,49.30257404938163,1022,2044,1533,2555,0.0019035308,4492
21,3,1277,2810,206.20611953217278,49.29598897189285,1022,2555,1533,3066,0.0019956261,4492
22,3,1277,3321,206.2261716879955,49.2894004252454,1022,3066,1533,3577,0.0020734267,594
23,3,1277,3832,206.24621847706194,49.28280841203718,1022,3577,1533,4088,0.0019942932,594
24,3,1788,255,206.11657469286203,49.34257928295242,1533,0,2044,511,0.0018168264,4492
25,3,1788,766,206.13665779109746,49.336006239534115,1533,511,2044,1022,0.0020524797,594
26,3,1788,1277,206.1567355311879,49.329429715405716,1533,1022,2044,1533,0.0020689878,594
27,3,1788,1788,206.17680791034854,49.32284971316049,1533,1533,2044,2044,0.001960744,594
28,3,1788,2299,206.1968749258011,49.31626623539333,1533,2044,2044,2555,0.0020753215,594
29,3,1788,2810,206.21693657477417,49.30967928470076,1533,2555,2044,3066,0.002000279,594
30,3,1788,3321,206.23699285450311,49.30308886368093,1533,3066,2044,3577,0.0019479148,594
31,3,1788,3832,206.25704376222993,49.29649497493355,1533,3577,2044,4088,0.0020179024,594
32,3,2299,255,206.12737705096205,49.35627794502285,2044,0,2555,511,0.002011706,594
33,3,2299,766,206.1474642994248,49.34970303226771,2044,511,2555,1022,0.0019407843,594
